surah_id,verse_number,local_transliteration,ref1_transliteration,ref2_transliteration,char_similarity_ref1,char_similarity_ref2,token_similarity_ref1,token_similarity_ref2,flagged
6,93,Waman aẓlamu mimmani if'tarā ʿalā l-lahi kadhiban aw qāla ūḥiya ilayya walam yūḥa ilayhi shayow-waman qāla sa-unzilu mith'la mā anzala l-lahu walaw tarā idhi ẓ-ẓālimūna fī ghamarāti l-mawti wal-malāikatu bāsiṭū aydīhim akhrijū anfusakumu l-yawma tuj'zawna ʿadhāba l-hūni bimā kuntum taqūlūna ʿalā l-lahi ghayra l-ḥaqi wakuntum ʿan āyātihi tastakbirūn,Wa man azlamu mimmanif taraa 'alal laahi kaziban aw qaala oohiya ilaiya wa lam yooha ilaihi shai'un wa man qaala sa unzilu misla maaa anzalal laah; wa law taraaa iziz zaalimoona fee ghamaraatil mawti walmalaaa'ikatu baasitooo aideehim akhrijooo anfusakum; al yawma tujzawna 'azaabal hooni bimaa kuntum taqooloona 'alal laahi ghairal haqqi wa kuntum 'an aayaatihee tastakbiroon,Waman athlamu mimmani iftaraAAala Allahi kathiban aw qala oohiyailayya walam yooha ilayhi shay-on waman qalasaonzilu mithla ma anzala Allahu walaw taraithi aththalimoona fee ghamaratialmawti walmala-ikatu basitooaydeehim akhrijoo anfusakumu alyawma tujzawna AAathabaalhooni bima kuntum taqooloona AAala Allahighayra alhaqqi wakuntum AAan ayatihitastakbiroon,0.0444,0.0396,0.0753,0.1646,Y
6,94,Walaqad ji'tumūnā furādā kamā khalaqnākum awwala marratiw-wataraktum mā khawwalnākum warāa ẓuhūrikum wamā narā maʿakum shufaʿāakumu alladhīna zaʿamtum annahum fīkum shurakāu laqad taqaṭṭaʿa baynakum waḍalla ʿankum mā kuntum tazʿumūn,Wa laqad ji'tumoonaa furaadaa kamaa khalaqnaakum awwala marratinw wa taraktum maa khawwalnaakum waraaa'a zuhoorikum wa maa naraa ma'akum shufa'aaa' akumul lazeena za'amtum annahum feekum shurakaaa'; laqat taqatta'a bainakum wa dalla 'annkum maa kuntum taz'umoon,Walaqad ji/tumoona furadakama khalaqnakum awwala marratin wataraktum makhawwalnakum waraa thuhoorikum wamanara maAAakum shufaAAaakumu allatheenazaAAamtum annahum feekum shurakao laqad taqattaAAabaynakum wadalla AAankum ma kuntum tazAAumoon,0.135,0.2718,0.1034,0.2558,Y
6,95,Inna l-laha fāliqu l-ḥabi wal-nawā yukh'riju l-ḥaya mina l-mayiti wamukh'riju l-mayiti mina l-ḥayi dhālikumu l-lahu fa-annā tu'fakūn,Innal laaha faaliqul habbi wannawaa yukhrijul haiya minal maiyiti wa mukhrijul maiyiti minal haiy; zaalikumul laahu fa annaa tu'fakoon,Inna Allaha faliqu alhabbiwannawa yukhriju alhayya mina almayyitiwamukhriju almayyiti mina alhayyi thalikumu Allahufaanna tu/fakoon,0.883,0.8745,0.0556,0.1333,N
6,96,Fāliqu l-iṣ'bāḥi wajaʿala al-layla sakanaw-wal-shamsa wal-qamara ḥus'bānan dhālika taqdīru l-ʿazīzi l-ʿalīm,Faaliqul isbaahi wa ja'alal laila sakananw washh shamsa walqamara husbaanaa; zaalika taqdeerul 'Azeezil 'Aleem,Faliqu al-isbahiwajaAAala allayla sakanan washshamsa walqamara husbananthalika taqdeeru alAAazeezi alAAaleem,0.8224,0.8186,0.0323,0.0769,N
6,97,Wahuwa alladhī jaʿala lakumu n-nujūma litahtadū bihā fī ẓulumāti l-bari wal-baḥri qad faṣṣalnā l-āyāti liqawmiy-yaʿlamūn,Wa Huwal lazee ja'ala lakumun nujooma litahtadoo bihaa fee zulumaatil barri walbahr; qad fassalnal Aayaati liqawminy ya'lamoon,Wahuwa allathee jaAAala lakumu annujoomalitahtadoo biha fee thulumati albarriwalbahri qad fassalna al-ayatiliqawmin yaAAlamoon,0.849,0.8455,0.027,0.1786,N
6,98,Wahuwa alladhī ansha-akum min-nafsin wāḥidatin famus'taqarruw-wamus'tawdaʿun qad faṣṣalnā l-āyāti liqawmiy-yafqahūn,Wa hhuwal lazeee ansha akum min nasinw waahidatin famustaqarrunw wa mustawda'; qad fassalnal Aayaati liqaw miny-yafqahoon,Wahuwa allathee anshaakum min nafsinwahidatin famustaqarrun wamustawdaAAun qad fassalnaal-ayati liqawmin yafqahoon,0.8718,0.9083,0.1379,0.16,N
6,99,Wahuwa alladhī anzala mina s-samāi māan fa-akhrajnā bihi nabāta kulli shayin fa-akhrajnā min'hu khaḍiran-nukh'riju min'hu ḥabbam-mutarākiban wamina n-nakhli min ṭalʿihā qin'wānun dāniyatuw-wajannātin min aʿnābiw-wal-zaytūna wal-rumāna mush'tabihaw-waghayra mutashābihin unẓurū ilā thamarihi idhā athmara wayanʿihi inna fī dhālikum laāyātil-liqawmin yu'minūn,Wa Huwal lazeee anzala minas samaaa'i maaa'an fa akhrajnaa bihee nabaata kulli shai'in fa akhrajnaa minhu khadiran nukhriju minhu habbam mutaraakibanw wa minan nakhli min tal'ihaa qinwaanun daaniyatunw wa jannaatim min a'naabinw wazzaitoona warrummaana mushhtabihanw wa ghaira mutashaabih; unzurooo ilaa samariheee izaaa asmars wa yan'ih; inna fee zaalikum la Aayaatil liqawminy yu'minoon,Wahuwa allathee anzala mina assama-imaan faakhrajna bihi nabata kulli shay-infaakhrajna minhu khadiran nukhriju minhu habbanmutarakiban wamina annakhli min talAAihaqinwanun daniyatun wajannatin min aAAnabinwazzaytoona warrummana mushtabihanwaghayra mutashabihin onthuroo ilathamarihi itha athmara wayanAAihi inna fee thalikumlaayatin liqawmin yu/minoon,0.0188,0.0451,0.0989,0.2113,Y
6,100,Wajaʿalū lillahi shurakāa l-jina wakhalaqahum wakharaqū lahu banīna wabanātin bighayri ʿil'min sub'ḥānahu wataʿālā ʿammā yaṣifūn,Wa ja'aloo lillaahi shurakaaa'al jinna wa khalaqa hum wa kharaqoo lahoo baneena wa banaatim bighairi 'ilm Subhaanahoo wa Ta'aalaa 'amma yasifoon,WajaAAaloo lillahi shurakaaaljinna wakhalaqahum wakharaqoo lahu baneena wabanatinbighayri AAilmin subhanahu wataAAala AAammayasifoon,0.8296,0.8769,0.0,0.1111,N
6,101,Badīʿu s-samāwāti wal-arḍi annā yakūnu lahu waladuw-walam takul-lahu ṣāḥibatuw-wakhalaqa kulla shayiw-wahuwa bikulli shayin ʿalīmun,Badee'us samaawaati wal ardi annnaa yakoonu lahoo waladunw wa lam takul lahoo saahibatunw wa khalaqa kulla shai'in 'Aleem,BadeeAAu assamawatiwal-ardi anna yakoonu lahu waladun walamtakun lahu sahibatun wakhalaqa kulla shay-in wahuwabikulli shay-in AAaleem,0.7968,0.8788,0.1212,0.1724,N
6,102,Dhālikumu l-lahu rabbukum lā ilāha illā huwa khāliqu kulli shayin fa-uʿ'budūhu wahuwa ʿalā kulli shayiw-wakīlun,Zaalikumul laahu Rabbukum laaa ilaaha illaa huwa khaaliqu kulli shai'in fa'budooh; wa huwa 'alaa kulli shai'inw Wakeel,Thalikumu Allahu rabbukum lailaha illa huwa khaliqu kulli shay-in faAAbudoohuwahuwa AAala kulli shay-in wakeel,0.8546,0.8778,0.129,0.1923,N
6,103,Lā tud'rikuhu l-abṣāru wahuwa yud'riku l-abṣāra wahuwa l-laṭīfu l-khabīr,Laa tudrikuhul absaaru wa Huwa yudrikul absaara wa huwal Lateeful Khabeer,La tudrikuhu al-absaru wahuwayudriku al-absara wahuwa allateefu alkhabeer,0.8828,0.8966,0.0,0.25,N
6,104,Qad jāakum baṣāiru mir-rabbikum faman abṣara falinafsihi waman ʿamiya faʿalayhā wamā anā ʿalaykum biḥafīẓin,Qad jaaa'akum basaaa'iru mir Rabbikum faman absara falinafsihee wa man 'amiya fa'alaihaa; wa maaa ana 'alaikum bihafeez,Qad jaakum basa-iru minrabbikum faman absara falinafsihi waman AAamiya faAAalayhawama ana AAalaykum bihafeeth,0.8789,0.8981,0.2143,0.3182,N
6,105,Wakadhālika nuṣarrifu l-āyāti waliyaqūlū darasta walinubayyinahu liqawmiy-yaʿlamūn,Wa kazaalika nusarriful Aayaati wa liyaqooloo darasta wa linubaiyinahoo liqawminy ya'lamoon,Wakathalika nusarrifu al-ayatiwaliyaqooloo darasta walinubayyinahu liqawmin yaAAlamoon,0.8439,0.8929,0.0556,0.2143,N
6,106,Ittabiʿ mā ūḥiya ilayka mir-rabbika lā ilāha illā huwa wa-aʿriḍ ʿani l-mush'rikīn,ittabi' maaa oohiya ilaika mir Rabbika laaa ilaaha illaa Huwa wa a'rid 'anil mushrikeen,IttabiAA ma oohiya ilayka minrabbika la ilaha illa huwa waaAAridAAani almushrikeen,0.8795,0.8589,0.1481,0.2857,N
6,107,Walaw shāa l-lahu mā ashrakū wamā jaʿalnāka ʿalayhim ḥafīẓaw-wamā anta ʿalayhim biwakīlin,Wa law shaaa'al laahu maaa ashrakoo; wa maa ja'alnaaka 'alaihim hafeezanw wa maaa anta 'alaihim biwakeel,Walaw shaa Allahu maashrakoo wama jaAAalnaka AAalayhim hafeethanwama anta AAalayhim biwakeel,0.8316,0.8398,0.04,0.2222,N
6,108,Walā tasubbū alladhīna yadʿūna min dūni l-lahi fayasubbū l-laha ʿadwan bighayri ʿil'min kadhālika zayyannā likulli ummatin ʿamalahum thumma ilā rabbihim marjiʿuhum fayunabbi-uhum bimā kānū yaʿmalūn,Wa laa tasubbul lazeena yad'oona min doonil laahi fa yasubbul laaha 'adwam bighairi 'ilm; kazaalika zaiyannaa likulli ummatin 'amalahum summa ilaa Rabbihim marji'uhum fa yunabbi'uhum bimaa kaanooya'maloon,Wala tasubboo allatheenayadAAoona min dooni Allahi fayasubboo AllahaAAadwan bighayri AAilmin kathalika zayyanna likulliommatin AAamalahum thumma ila rabbihim marjiAAuhumfayunabbi-ohum bima kanoo yaAAmaloon,0.4181,0.5423,0.098,0.1951,Y
6,109,Wa-aqsamū bil-lahi jahda aymānihim la-in jāathum āyatul-layu'minunna bihā qul innamā l-āyātu ʿinda l-lahi wamā yush'ʿirukum annahā idhā jāat lā yu'minūn,Wa aqsamoo billaahi jahda aimaanihim la'in jaaa'at hum Aayatul la yu'minunna bihaa; qul innamal Aayaatu 'indal laahi wa maa yush'irukum annahaaa izaa jaaa'at laa yu'minoon,Waaqsamoo billahi jahda aymanihimla-in jaat-hum ayatun layu/minunna biha qulinnama al-ayatu AAinda Allahi wamayushAAirukum annaha itha jaat layu/minoon,0.8847,0.9109,0.1818,0.2105,N
6,110,Wanuqallibu afidatahum wa-abṣārahum kamā lam yu'minū bihi awwala marratiw-wanadharuhum fī ṭugh'yānihim yaʿmahūn,Wa nuqallibu af'idatahum wa absaarahum kamaa lam yu'minoo biheee awwala marratinw wa wa nazaruhum fee tughyaanihim ya'mahoon,Wanuqallibu af-idatahum waabsarahumkama lam yu/minoo bihi awwala marratin wanatharuhumfee tughyanihim yaAAmahoon,0.8766,0.9058,0.1379,0.2083,N
6,111,Walaw annanā nazzalnā ilayhimu l-malāikata wakallamahumu l-mawtā waḥasharnā ʿalayhim kulla shayin qubulam-mā kānū liyu'minū illā ay-yashāa l-lahu walākinna aktharahum yajhalūn,Wa law annanaa nazzal naaa ilaihimul malaaa'ikata wa kallamahumul mawtaa wa hasharnaa 'alaihim kulla shai'in qubulam maa kaanoo liyu'minooo illaaa ai yashaaa'al laahu wa laakinna aksarahum yajhaloon,Walaw annana nazzalnailayhimu almala-ikata wakallamahumu almawta wahasharnaAAalayhim kulla shay-in qubulan ma kanoo liyu/minooilla an yashaa Allahu walakinnaaktharahum yajhaloon,0.8763,0.9205,0.0612,0.1842,N
6,112,Wakadhālika jaʿalnā likulli nabiyyin ʿaduwwan shayāṭīna l-insi wal-jini yūḥī baʿḍuhum ilā baʿḍin zukh'rufa l-qawli ghurūraw-walaw shāa rabbuka mā faʿalūhu fadharhum wamā yaftarūn,Wa kazaalika ja'alnaa likulli nabiyyin 'aduwwan Shayaateenal insi waljinni yoohee ba'duhum ilaa ba'din zukhrufal qawli ghurooraa; wa law shaaa'a Rabbuka maa fa'aloohu fazarhum wa maa yaftaroon,Wakathalika jaAAalna likullinabiyyin AAaduwwan shayateena al-insi waljinni yooheebaAAduhum ila baAAdin zukhrufa alqawlighurooran walaw shaa rabbuka ma faAAaloohu fatharhumwama yaftaroon,0.8587,0.865,0.1042,0.15,N
6,113,Walitaṣghā ilayhi afidatu alladhīna lā yu'minūna bil-ākhirati waliyarḍawhu waliyaqtarifū mā hum muq'tarifūn,Wa litasghaaa ilaihi af'idatul lazeena laa yu'minoona bil Aakhirati wa liyardawhu wa liyaqtarifoo maa hum muqtarifoon,Walitasgha ilayhi af-idatuallatheena la yu/minoona bil-akhiratiwaliyardawhu waliyaqtarifoo ma hum muqtarifoon,0.8661,0.9167,0.1071,0.3333,N
6,114,Afaghayra l-lahi abtaghī ḥakamaw-wahuwa alladhī anzala ilaykumu l-kitāba mufaṣṣalaw-wa-alladhīna ātaynāhumu l-kitāba yaʿlamūna annahu munazzalum-min rabbika bil-ḥaqi falā takūnanna mina l-mum'tarīn,Afaghairal laahi abtaghee hakamanw wa Huwal lazee anzala ilaikumul Kitaaba mufassalaa; wallazeena atai naahumul Kitaaba ya'lamoona annahoo munazzalum mir Rabbika bilhaqqi falaa takoonanna minal mumtareen,Afaghayra Allahi abtaghee hakamanwahuwa allathee anzala ilaykumu alkitaba mufassalanwallatheena ataynahumu alkitabayaAAlamoona annahu munazzalun min rabbika bilhaqqifala takoonanna mina almumtareen,0.1955,0.8782,0.0851,0.2162,N
6,115,Watammat kalimatu rabbika ṣid'qaw-waʿadlan lā mubaddila likalimātihi wahuwa s-samīʿu l-ʿalīm,Wa tammat Kalimatu Rabbika sidqanw wa 'adlaa; laa mubaddila li Kalimaatih; wa Huwas Samee'ul 'Aleem,Watammat kalimatu rabbika sidqanwaAAadlan la mubaddila likalimatihi wahuwa assameeAAualAAaleem,0.877,0.8602,0.12,0.4375,N
6,116,Wa-in tuṭiʿ akthara man fī l-arḍi yuḍillūka ʿan sabīli l-lahi iy-yattabiʿūna illā ẓ-ẓana wa-in hum illā yakhruṣūn,Wa in tuti' aksara man fil ardi yudillooka 'an sabeelil laah; iny yattabi'oona illaz zanna wa in hum illaa yakhrusoon,Wa-in tutiAA akthara man fee al-ardiyudillooka AAan sabeeli Allahi in yattabiAAoona illaaththanna wa-in hum illa yakhrusoon,0.8811,0.8305,0.1515,0.2069,N
6,117,Inna rabbaka huwa aʿlamu may-yaḍillu ʿan sabīlihi wahuwa aʿlamu bil-muh'tadīn,Inna rabbaka Huwa a'lamu mai yadillu 'an sabeelihee wa Huwa a'lamu bilmuhtadeen,Inna rabbaka huwa aAAlamu man yadilluAAan sabeelihi wahuwa aAAlamu bilmuhtadeen,0.8774,0.8718,0.2105,0.2353,N
6,118,Fakulū mimmā dhukira us'mu l-lahi ʿalayhi in kuntum biāyātihi mu'minīn,Fakuloo mimmmaa zukirasmul laahi 'alaihi in kuntum bi Aayaatihee mu'mineen,Fakuloo mimma thukira ismuAllahi AAalayhi in kuntum bi-ayatihimu/mineen,0.8252,0.8652,0.15,0.1579,N
6,119,Wamā lakum allā takulū mimmā dhukira us'mu l-lahi ʿalayhi waqad faṣṣala lakum mā ḥarrama ʿalaykum illā mā uḍ'ṭurir'tum ilayhi wa-inna kathīral-layuḍillūna bi-ahwāihim bighayri ʿil'min inna rabbaka huwa aʿlamu bil-muʿ'tadīn,Wa maa lakum allaa taakuloo mimmaa zukirasmul laahi 'alaihi wa qad fassala lakum maa harrama 'alaikum illaa mad turirtum ilaih; wa inna kaseeral la yudilloona bi ahwaaa'ihim bighairi 'ilm; inna Rabbaka Huwa a'lamu bilmu'tadeen,Wama lakum alla ta/kuloo mimmathukira ismu Allahi AAalayhi waqad fassalalakum ma harrama AAalaykum illa ma idturirtumilayhi wa-inna katheeran layudilloona bi-ahwa-ihimbighayri AAilmin inna rabbaka huwa aAAlamu bilmuAAtadeen,0.0587,0.2157,0.1333,0.2308,Y
6,120,Wadharū ẓāhira l-ith'mi wabāṭinahu inna alladhīna yaksibūna l-ith'ma sayuj'zawna bimā kānū yaqtarifūn,Wa zaroo zaahiral ismi wa baatinah; innal lazeena yaksiboonal ismaa sa yujzawna bimaa kaanoo yaqtarifoon,Watharoo thahiraal-ithmi wabatinahu inna allatheena yaksiboonaal-ithma sayujzawna bima kanoo yaqtarifoon,0.7843,0.8585,0.0,0.125,N
6,121,Walā takulū mimmā lam yudh'kari us'mu l-lahi ʿalayhi wa-innahu lafis'quw-wa-inna sh-shayāṭīna layūḥūna ilā awliyāihim liyujādilūkum wa-in aṭaʿtumūhum innakum lamush'rikūn,Wa laa taakuloo mimaa lam yuzkaris mullaahi 'alaihi wa innahoo lafisq; wa innash Shayaateena la yoohoona ilaaa awliyaaa'ihim liyujaadilookum wa in ata'tumoohum innnakum lamushrikoon,Wala ta/kuloo mimma lam yuthkariismu Allahi AAalayhi wa-innahu lafisqun wa-inna ashshayateenalayoohoona ila awliya-ihim liyujadilookumwa-in ataAAtumoohum innakum lamushrikoon,0.8367,0.8663,0.0638,0.2308,N
6,122,Awaman kāna maytan fa-aḥyaynāhu wajaʿalnā lahu nūray-yamshī bihi fī n-nāsi kamam-mathaluhu fī ẓ-ẓulumāti laysa bikhārijim-min'hā kadhālika zuyyina lil'kāfirīna mā kānū yaʿmalūn,Awa man kaana maitan fa ahyainaahu wa ja'alnaa lahoo noorany yamshee bihee fin naasi kamamm masaluhoo fiz zulumaati laisa bikhaarijim minhaa; kazaalika zuyyina lilkaafireena maa kaanoo ya'maloon,Awa man kana maytan faahyaynahuwajaAAalna lahu nooran yamshee bihi fee annasikaman mathaluhu fee aththulumatilaysa bikharijin minha kathalika zuyyinalilkafireena ma kanoo yaAAmaloon,0.8401,0.8515,0.0364,0.1429,N
6,123,Wakadhālika jaʿalnā fī kulli qaryatin akābira muj'rimīhā liyamkurū fīhā wamā yamkurūna illā bi-anfusihim wamā yashʿurūn,Wa kazaalika ja'alnaa fee kulli qaryatin akaabira mujrimeehaa liyamkuroo feehaa wa maa yamkuroona illaa bi anfusihim wa maa yash'uroon,Wakathalika jaAAalna feekulli qaryatin akabira mujrimeeha liyamkuroo feehawama yamkuroona illa bi-anfusihim wamayashAAuroon,0.8538,0.876,0.1333,0.2083,N
6,124,Wa-idhā jāathum āyatun qālū lan-nu'mina ḥattā nu'tā mith'la mā ūtiya rusulu l-lahi l-lahu aʿlamu ḥaythu yajʿalu risālatahu sayuṣību alladhīna ajramū ṣaghārun ʿinda l-lahi waʿadhābun shadīdun bimā kānū yamkurūn,Wa izaa jaaa'athum Aayatun qaaloo lan nu'mina hatta nu'taa misla maaa ootiya Rusulul laah; Allahu a'almu haisu yaj'alu Risaalatah; sa yuseebul lazeena ajramoo saghaarun 'indal laahi wa 'azaabun shadeedum bimaa kaanoo yamkuroon,Wa-itha jaat-hum ayatunqaloo lan nu/mina hatta nu/ta mithlama ootiya rusulu Allahi Allahu aAAlamu haythuyajAAalu risalatahu sayuseebu allatheenaajramoo sagharun AAinda Allahi waAAathabunshadeedun bima kanoo yamkuroon,0.1021,0.1176,0.0806,0.2083,Y
6,125,Famay-yuridi l-lahu ay-yahdiyahu yashraḥ ṣadrahu lil'is'lāmi wamay-yurid ay-yuḍillahu yajʿal ṣadrahu ḍayyiqan ḥarajan ka-annamā yaṣṣaʿʿadu fī s-samāi kadhālika yajʿalu l-lahu r-rij'sa ʿalā alladhīna lā yu'minūn,Famai yuridil laahu ai yahdiyahoo yashrah sadrahoo lil islaami wa mai yurid ai yudillaho yaj'al sadrahoo daiyiqan harajan ka annamaa yassa' 'adu fis samaaa'; kazaalika yaj'alul laahur rijsa 'alal lazeena la yu'minoon,Faman yuridi Allahu an yahdiyahuyashrah sadrahu lil-islami waman yurid an yudillahuyajAAal sadrahu dayyiqan harajan kaannamayassaAAAAadu fee assama-i kathalikayajAAalu Allahu arrijsa AAala allatheenala yu/minoon,0.2423,0.2755,0.1207,0.1429,Y
6,126,Wahādhā ṣirāṭu rabbika mus'taqīman qad faṣṣalnā l-āyāti liqawmiy-yadhakkarūn,Wa haazaa siraatu Rabbika Mustaqeemaa; qad fassalnal Aayaati liqawminy yazzakkaroon,Wahatha siratu rabbikamustaqeeman qad fassalna al-ayatiliqawmin yaththakkaroon,0.8481,0.8831,0.1053,0.1875,N
6,127,Lahum dāru s-salāmi ʿinda rabbihim wahuwa waliyyuhum bimā kānū yaʿmalūn,Lahum daarus salaami 'inda Rabbihim wa huwa waliyyuhum bimaa kaanoo ya'maloon,Lahum daru assalamiAAinda rabbihim wahuwa waliyyuhum bima kanooyaAAmaloon,0.898,0.8889,0.15,0.4615,N
6,128,Wayawma yaḥshuruhum jamīʿay-yāmaʿshara l-jini qadi is'takthartum mina l-insi waqāla awliyāuhum mina l-insi rabbanā is'tamtaʿa baʿḍunā bibaʿḍiw-wabalaghnā ajalanā alladhī ajjalta lanā qāla n-nāru mathwākum khālidīna fīhā illā mā shāa l-lahu inna rabbaka ḥakīmun ʿalīmun,Wa yamwa yahshuruhum jamee'ai yaa ma'sharal jinni qadistaksartum minal insi wa qaala awliyaaa'uhy minal insi Rabbanas tamta'a ba'dunaa biba'dinw wa balaghnaaa ajalannal lazeee ajjalta lanaa; qaalan Naaru maswaakum khaalideena feehaaa illaa maa shaaa'allaah; inna Rabbaka Hakeemun 'Aleem,Wayawma yahshuruhum jameeAAan yamaAAshara aljinni qadi istakthartum mina al-insi waqalaawliyaohum mina al-insi rabbana istamtaAAa baAAdunabibaAAdin wabalaghna ajalana allatheeajjalta lana qala annaru mathwakumkhalideena feeha illa ma shaaAllahu inna rabbaka hakeemun AAaleem,0.098,0.3395,0.0857,0.2745,Y
6,129,Wakadhālika nuwallī baʿḍa ẓ-ẓālimīna baʿḍan bimā kānū yaksibūn,Wa kazaalika nuwallee ba'daz zaalimeena ba'dam bimaa kaanoo yaksiboon,Wakathalika nuwallee baAAda aththalimeenabaAAdan bima kanoo yaksiboon,0.7939,0.7786,0.0,0.0667,N
6,130,Yāmaʿshara l-jini wal-insi alam yatikum rusulum-minkum yaquṣṣūna ʿalaykum āyātī wayundhirūnakum liqāa yawmikum hādhā qālū shahid'nā ʿalā anfusinā wagharrathumu l-ḥayatu d-dun'yā washahidū ʿalā anfusihim annahum kānū kāfirīn,Yaa ma'sharal jinni wal insi alam yaatikum Rusulum minkum yaqussoona 'alaikum Aayaatee wa yunziroonakum liqaaa'a Yawmikum haazaa; qaaloo shahidnaa 'alaaa anfusinaa wa gharrat humul hayaatud dunyaa wa shahidooo 'alaa anfusihim annahum kaanoo kaafireen,Ya maAAshara aljinni wal-insialam ya/tikum rusulun minkum yaqussoona AAalaykum ayateewayunthiroonakum liqaa yawmikum hatha qalooshahidna AAala anfusina wagharrat-humu alhayatuaddunya washahidoo AAala anfusihim annahumkanoo kafireen,0.3966,0.4273,0.1429,0.1458,Y
6,131,Dhālika al-lam yakur-rabbuka muh'lika l-qurā biẓul'miw-wa-ahluhā ghāfilūn,Zaalika al lam yakkur Rabbuka muhlikal quraa bizulminw wa ahluhaa ghaafiloon,Thalika an lam yakun rabbuka muhlikaalqura bithulmin waahluha ghafiloon,0.8993,0.8611,0.1905,0.0952,N
6,132,Walikullin darajātum-mimmā ʿamilū wamā rabbuka bighāfilin ʿammā yaʿmalūn,Wa likullin darajaatum mimmaa 'amiloo; wa maa Rabbuka bighaafilin 'ammaa ya'maloon,Walikullin darajatun mimmaAAamiloo wama rabbuka bighafilin AAammayaAAmaloon,0.8874,0.8707,0.0526,0.3333,N
6,133,Warabbuka l-ghaniyu dhū r-raḥmati iy-yasha yudh'hib'kum wayastakhlif min baʿdikum mā yashāu kamā ansha-akum min dhurriyyati qawmin ākharīn,Wa Rabbukal ghaniyyu zur rahmah; iny yashaaa yuz hibkum wa yastakhlif mim ba'dikum wa yastakhlif mim ba'dikum maa yashaaa'u kamaaa ansha akum min zurriyyati qawmin aakhareen,Warabbuka alghaniyyu thoo arrahmatiin yasha/ yuthhibkum wayastakhlif min baAAdikum mayashao kama anshaakum min thurriyyati qawminakhareen,0.8,0.8905,0.1,0.1613,N
6,134,Inna mā tūʿadūna laātiw-wamā antum bimuʿ'jizīn,Inna maa too'adoona la aatinw wa maaa antum bimu'jizeen,Inna ma tooAAadoona laatinwama antum bimuAAjizeen,0.8119,0.8,0.1176,0.2727,N
6,135,Qul yāqawmi iʿ'malū ʿalā makānatikum innī ʿāmilun fasawfa taʿlamūna man takūnu lahu ʿāqibatu d-dāri innahu lā yuf'liḥu ẓ-ẓālimūn,Qul yaa qawmi' maloo 'alaa makaanatikum innee 'aamilun fasawfa ta'lamoona man takoonu lahoo 'aaqibatud daar; innahoo laa yuflihuz zaalimoon,Qul ya qawmi iAAmaloo AAalamakanatikum innee AAamilun fasawfa taAAlamoona mantakoonu lahu AAaqibatu addari innahu layuflihu aththalimoon,0.8397,0.8258,0.0769,0.1176,N
6,136,Wajaʿalū lillahi mimmā dhara-a mina l-ḥarthi wal-anʿāmi naṣīban faqālū hādhā lillahi bizaʿmihim wahādhā lishurakāinā famā kāna lishurakāihim falā yaṣilu ilā l-lahi wamā kāna lillahi fahuwa yaṣilu ilā shurakāihim sāa mā yaḥkumūn,Wa ja'aloo lillaahi mimmaa zara-a minal harsi walan'aami naseeban faqaaloo haazaa lillaahi biza'mihim wa haaza lishurakaa'inaa famaa kaana lishurakaaa'ihim falaa yasilu ilal laahi wa maa kaana lillaahi fahuwa yasilu ilaa shurakaaa'ihim; saaa'a maa yahkumoon,WajaAAaloo lillahi mimma tharaamina alharthi wal-anAAami naseebanfaqaloo hatha lillahi bizaAAmihim wahathalishuraka-ina fama kana lishuraka-ihimfala yasilu ila Allahi wama kanalillahi fahuwa yasilu ila shuraka-ihimsaa ma yahkumoon,0.2526,0.3895,0.0508,0.2222,Y
6,137,Wakadhālika zayyana likathīrim-mina l-mush'rikīna qatla awlādihim shurakāuhum liyur'dūhum waliyalbisū ʿalayhim dīnahum walaw shāa l-lahu mā faʿalūhu fadharhum wamā yaftarūn,Wa kazaalika zaiyana likaseerim minal mushrikeena qatla awlaadihim shurakaaa'uhum liyurdoohum wa liyalbisoo 'alaihim deenahum wa law shaaa'al laahu maa fa'aloohu fazarhum wa maa yaftaroon,Wakathalika zayyana likatheerin minaalmushrikeena qatla awladihim shurakaohumliyurdoohum waliyalbisoo AAalayhim deenahum walaw shaa Allahuma faAAaloohu fatharhum wama yaftaroon,0.8492,0.8736,0.0222,0.1765,N
